window,split,time,baseline,method,baseline_ic,correction_ic,candidate_ic,delta,confidence,mean_neighbor_distance,fingerprint_std,min_library_time,max_library_time,library_cutoff_exclusive
fold_3,train,2803,exp016_static_strict_oof_proxy,retrieval,0.12635285289260825,0.08398558785182658,0.12536600304003637,-0.000986849852571886,-5.2302307188510895,5.1431427001953125,0.08708801865577698,1439,2375,2432
fold_3,train,2803,exp016_static_strict_oof_proxy,recent,0.12635285289260825,0.08248340088749466,0.12451509224338785,-0.0018377606492204074,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2803,exp016_static_strict_oof_proxy,random,0.12635285289260825,0.07365845668784425,0.12349574451110416,-0.0028571083815040893,nan,nan,0.09407100081443787,537,2413,2432
fold_3,train,2804,exp016_static_strict_oof_proxy,retrieval,0.11270749151166216,0.05619639867012376,0.10948273582716887,-0.003224755684493291,-5.4639027044177055,5.385492324829102,0.07841037958860397,1245,2406,2432
fold_3,train,2804,exp016_static_strict_oof_proxy,recent,0.11270749151166216,0.023491724182447018,0.10665278171089933,-0.006054709800762836,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2804,exp016_static_strict_oof_proxy,random,0.11270749151166216,0.033249025094886156,0.10751642052109049,-0.005191070990571672,nan,nan,0.07744898647069931,518,2424,2432
fold_3,train,2805,exp016_static_strict_oof_proxy,retrieval,0.10244720289322543,0.09492143300458739,0.10275584230990015,0.00030863941667472194,-5.128900229930878,5.031726837158203,0.09717339277267456,1131,2406,2432
fold_3,train,2805,exp016_static_strict_oof_proxy,recent,0.10244720289322543,-0.05472969962356829,0.08913304781459659,-0.013314155078628834,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2805,exp016_static_strict_oof_proxy,random,0.10244720289322543,-0.05926000023609138,0.08839821029525141,-0.014048992597974014,nan,nan,0.07711973041296005,546,2405,2432
fold_3,train,2806,exp016_static_strict_oof_proxy,retrieval,0.10174698204867069,0.05806092919111741,0.09957128850360446,-0.0021756935450662346,-4.820063881576061,4.734828948974609,0.08523493260145187,1131,2404,2432
fold_3,train,2806,exp016_static_strict_oof_proxy,recent,0.10174698204867069,0.04318817709087545,0.09824784316475065,-0.003499138883920047,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2806,exp016_static_strict_oof_proxy,random,0.10174698204867069,0.0349487169056861,0.09675235646395351,-0.00499462558471718,nan,nan,0.08713415265083313,494,2296,2432
fold_3,train,2807,exp016_static_strict_oof_proxy,retrieval,0.11231508718096919,0.035433018502381196,0.10727686229352924,-0.005038224887439949,-3.526699297130108,3.4525985717773438,0.07410072535276413,1154,2408,2432
fold_3,train,2807,exp016_static_strict_oof_proxy,recent,0.11231508718096919,0.05788428081434823,0.10979698169208806,-0.0025181054888811366,nan,nan,0.0584629587829113,2400,2431,2432
fold_3,train,2807,exp016_static_strict_oof_proxy,random,0.11231508718096919,0.079645117720636,0.1113256301482034,-0.0009894570327657892,nan,nan,0.07257520407438278,560,2261,2432
