window,time,baseline,method,alpha,history_w,distance_from_snapshot,baseline_ic,candidate_ic,delta,rank_correlation_to_baseline
fold_2,2179,exp016_static_strict_oof_proxy,momentum,0.05,20,234,-0.051612758995807924,-0.059401799163412865,-0.007789040167604941,0.9986496348483965
fold_2,2179,exp016_static_strict_oof_proxy,momentum,0.1,20,234,-0.051612758995807924,-0.06831952974823363,-0.016706770752425708,0.9940186926407475
fold_2,2179,exp016_static_strict_oof_proxy,momentum,0.15,20,234,-0.051612758995807924,-0.0768762279126554,-0.025263468916847477,0.9851565987011095
fold_2,2179,exp016_static_strict_oof_proxy,shuffled,0.05,20,234,-0.051612758995807924,-0.052065787206326875,-0.00045302821051895065,0.9986493305170115
fold_2,2179,exp016_static_strict_oof_proxy,shuffled,0.1,20,234,-0.051612758995807924,-0.052174472085456704,-0.0005617130896487799,0.9941267833924746
fold_2,2179,exp016_static_strict_oof_proxy,shuffled,0.15,20,234,-0.051612758995807924,-0.052061926435413276,-0.00044916743960535244,0.9852881830809274
fold_2,2180,exp016_static_strict_oof_proxy,momentum,0.05,20,235,0.10767254130599031,0.10393359149443983,-0.003738949811550485,0.99866468604006
fold_2,2180,exp016_static_strict_oof_proxy,momentum,0.1,20,235,0.10767254130599031,0.09896200018462534,-0.008710541121364976,0.9940774278598481
fold_2,2180,exp016_static_strict_oof_proxy,momentum,0.15,20,235,0.10767254130599031,0.09416051580761865,-0.01351202549837166,0.9856110992287896
fold_2,2180,exp016_static_strict_oof_proxy,shuffled,0.05,20,235,0.10767254130599031,0.10905066580244846,0.0013781244964581468,0.9986388949031059
fold_2,2180,exp016_static_strict_oof_proxy,shuffled,0.1,20,235,0.10767254130599031,0.1094940094777095,0.0018214681717191872,0.9941787791223384
fold_2,2180,exp016_static_strict_oof_proxy,shuffled,0.15,20,235,0.10767254130599031,0.110333941266605,0.0026613999606146937,0.985739728252987
fold_2,2181,exp016_static_strict_oof_proxy,momentum,0.05,20,236,0.1710735651043095,0.1648374927335796,-0.0062360723707299,0.9986397081521488
fold_2,2181,exp016_static_strict_oof_proxy,momentum,0.1,20,236,0.1710735651043095,0.15700719771659447,-0.014066367387715023,0.9941493056430991
fold_2,2181,exp016_static_strict_oof_proxy,momentum,0.15,20,236,0.1710735651043095,0.14794487461451036,-0.023128690489799125,0.9855668936362295
fold_2,2181,exp016_static_strict_oof_proxy,shuffled,0.05,20,236,0.1710735651043095,0.16917147821189424,-0.00190208689241525,0.9986540018244031
fold_2,2181,exp016_static_strict_oof_proxy,shuffled,0.1,20,236,0.1710735651043095,0.16637205399571123,-0.004701511108598261,0.9941335835760549
fold_2,2181,exp016_static_strict_oof_proxy,shuffled,0.15,20,236,0.1710735651043095,0.1626762863232531,-0.008397278781056394,0.9854717105363933
fold_2,2182,exp016_static_strict_oof_proxy,momentum,0.05,20,237,0.11132650127989,0.10724469182270117,-0.00408180945718882,0.9986451871206425
fold_2,2182,exp016_static_strict_oof_proxy,momentum,0.1,20,237,0.11132650127989,0.10220889094324828,-0.009117610336641713,0.9940889281111983
fold_2,2182,exp016_static_strict_oof_proxy,momentum,0.15,20,237,0.11132650127989,0.09674524559768881,-0.014581255682201186,0.9855040849013292
fold_2,2182,exp016_static_strict_oof_proxy,shuffled,0.05,20,237,0.11132650127989,0.11149454387184841,0.00016804259195841997,0.998646835200643
fold_2,2182,exp016_static_strict_oof_proxy,shuffled,0.1,20,237,0.11132650127989,0.11047507971907923,-0.0008514215608107639,0.994170740608411
fold_2,2182,exp016_static_strict_oof_proxy,shuffled,0.15,20,237,0.11132650127989,0.10888561410659235,-0.002440887173297643,0.9855339240345639
fold_2,2183,exp016_static_strict_oof_proxy,momentum,0.05,20,238,0.15108387555150493,0.15216059925973946,0.0010767237082345282,0.9986268362387497
fold_2,2183,exp016_static_strict_oof_proxy,momentum,0.1,20,238,0.15108387555150493,0.1526199122749848,0.0015360367234798777,0.9940581355531266
fold_2,2183,exp016_static_strict_oof_proxy,momentum,0.15,20,238,0.15108387555150493,0.1528719013814466,0.0017880258299416696,0.9852521185167313
fold_2,2183,exp016_static_strict_oof_proxy,shuffled,0.05,20,238,0.15108387555150493,0.14988852703373542,-0.0011953485177695067,0.9986657254762085
fold_2,2183,exp016_static_strict_oof_proxy,shuffled,0.1,20,238,0.15108387555150493,0.14850042495572163,-0.0025834505957832987,0.9941557033421206
fold_2,2183,exp016_static_strict_oof_proxy,shuffled,0.15,20,238,0.15108387555150493,0.14668104456387393,-0.004402830987631001,0.9854024709117731
fold_2,2184,exp016_static_strict_oof_proxy,momentum,0.05,20,239,0.22090020450392622,0.22002354923551098,-0.0008766552684152384,0.9986261964240087
fold_2,2184,exp016_static_strict_oof_proxy,momentum,0.1,20,239,0.22090020450392622,0.21787930357878668,-0.0030209009251395413,0.994112114800035
fold_2,2184,exp016_static_strict_oof_proxy,momentum,0.15,20,239,0.22090020450392622,0.21637089856815353,-0.004529305935772693,0.9854200229378232
fold_2,2184,exp016_static_strict_oof_proxy,shuffled,0.05,20,239,0.22090020450392622,0.22169478779337734,0.0007945832894511173,0.9986305634313198
fold_2,2184,exp016_static_strict_oof_proxy,shuffled,0.1,20,239,0.22090020450392622,0.22024117923770975,-0.0006590252662164731,0.9941303147876244
fold_2,2184,exp016_static_strict_oof_proxy,shuffled,0.15,20,239,0.22090020450392622,0.21896029811934795,-0.0019399063845782771,0.9857410212970807
fold_2,2185,exp016_static_strict_oof_proxy,momentum,0.05,20,240,0.1493634400455732,0.14814426648448495,-0.0012191735610882493,0.9986186497283309
fold_2,2185,exp016_static_strict_oof_proxy,momentum,0.1,20,240,0.1493634400455732,0.1468228412826373,-0.002540598762935886,0.9939712173125114
fold_2,2185,exp016_static_strict_oof_proxy,momentum,0.15,20,240,0.1493634400455732,0.1450431893718131,-0.004320250673760101,0.9851290549104652
fold_2,2185,exp016_static_strict_oof_proxy,shuffled,0.05,20,240,0.1493634400455732,0.14960418817717194,0.00024074813159874475,0.9986545102115183
fold_2,2185,exp016_static_strict_oof_proxy,shuffled,0.1,20,240,0.1493634400455732,0.1489962015761179,-0.0003672384694552999,0.9941760099191729
fold_2,2185,exp016_static_strict_oof_proxy,shuffled,0.15,20,240,0.1493634400455732,0.14854269794321578,-0.0008207421023574135,0.9856271786532187
fold_2,2186,exp016_static_strict_oof_proxy,momentum,0.05,20,241,0.11058414325362793,0.10382733330795092,-0.006756809945677011,0.9986480144972852
fold_2,2186,exp016_static_strict_oof_proxy,momentum,0.1,20,241,0.11058414325362793,0.09551404692566576,-0.015070096327962176,0.9939160252846582
fold_2,2186,exp016_static_strict_oof_proxy,momentum,0.15,20,241,0.11058414325362793,0.08641834764505754,-0.024165795608570392,0.9849723250037732
fold_2,2186,exp016_static_strict_oof_proxy,shuffled,0.05,20,241,0.11058414325362793,0.11296749829401145,0.0023833550403835196,0.9986379644005413
fold_2,2186,exp016_static_strict_oof_proxy,shuffled,0.1,20,241,0.11058414325362793,0.11524208532268722,0.004657942069059284,0.9939927648215561
fold_2,2186,exp016_static_strict_oof_proxy,shuffled,0.15,20,241,0.11058414325362793,0.11784358103757137,0.0072594377839434315,0.985286808604474
fold_2,2187,exp016_static_strict_oof_proxy,momentum,0.05,20,242,0.11489023274646747,0.1077204718067307,-0.007169760939736772,0.9986211867920698
fold_2,2187,exp016_static_strict_oof_proxy,momentum,0.1,20,242,0.11489023274646747,0.0992625964377272,-0.01562763630874027,0.9941109384449894
fold_2,2187,exp016_static_strict_oof_proxy,momentum,0.15,20,242,0.11489023274646747,0.08972810148287272,-0.025162131263594747,0.9854532678583267
fold_2,2187,exp016_static_strict_oof_proxy,shuffled,0.05,20,242,0.11489023274646747,0.11256030628448657,-0.002329926461980894,0.9986258412396141
fold_2,2187,exp016_static_strict_oof_proxy,shuffled,0.1,20,242,0.11489023274646747,0.10953588530392933,-0.00535434744253814,0.9941339213441458
fold_2,2187,exp016_static_strict_oof_proxy,shuffled,0.15,20,242,0.11489023274646747,0.10554147327579023,-0.009348759470677231,0.985596732787385
fold_2,2188,exp016_static_strict_oof_proxy,momentum,0.05,20,243,0.12213317134692174,0.11212443025225396,-0.010008741094667775,0.9986199433817867
fold_2,2188,exp016_static_strict_oof_proxy,momentum,0.1,20,243,0.12213317134692174,0.10165185567717287,-0.020481315669748867,0.9940021606525627
fold_2,2188,exp016_static_strict_oof_proxy,momentum,0.15,20,243,0.12213317134692174,0.08880621971892894,-0.033326951627992804,0.9851444784125305
fold_2,2188,exp016_static_strict_oof_proxy,shuffled,0.05,20,243,0.12213317134692174,0.1196164591740993,-0.002516712172822441,0.9986484586817889
fold_2,2188,exp016_static_strict_oof_proxy,shuffled,0.1,20,243,0.12213317134692174,0.11667949649745292,-0.00545367484946882,0.994125813727197
fold_2,2188,exp016_static_strict_oof_proxy,shuffled,0.15,20,243,0.12213317134692174,0.11309774226403213,-0.00903542908288961,0.9855432726803395
fold_2,2189,exp016_static_strict_oof_proxy,momentum,0.05,20,244,0.1213826491763568,0.11158265374186245,-0.009799995434494349,0.9986299597787158
fold_2,2189,exp016_static_strict_oof_proxy,momentum,0.1,20,244,0.1213826491763568,0.10005745706086525,-0.021325192115491554,0.9939824409474298
fold_2,2189,exp016_static_strict_oof_proxy,momentum,0.15,20,244,0.1213826491763568,0.08747758910690308,-0.03390506006945372,0.9851293323266849
fold_2,2189,exp016_static_strict_oof_proxy,shuffled,0.05,20,244,0.1213826491763568,0.12113445667930244,-0.0002481924970543642,0.9986337258865179
fold_2,2189,exp016_static_strict_oof_proxy,shuffled,0.1,20,244,0.1213826491763568,0.12048533691326418,-0.0008973122630926145,0.9940507559272769
fold_2,2189,exp016_static_strict_oof_proxy,shuffled,0.15,20,244,0.1213826491763568,0.11954851522606376,-0.0018341339502930404,0.985389604395123
fold_2,2190,exp016_static_strict_oof_proxy,momentum,0.05,20,245,0.1573888285562028,0.14927628783449504,-0.00811254072170775,0.9986215891505583
fold_2,2190,exp016_static_strict_oof_proxy,momentum,0.1,20,245,0.1573888285562028,0.1396149283968311,-0.01777390015937169,0.9940137618524395
fold_2,2190,exp016_static_strict_oof_proxy,momentum,0.15,20,245,0.1573888285562028,0.12830397561626763,-0.029084852939935152,0.9852567341187307
fold_2,2190,exp016_static_strict_oof_proxy,shuffled,0.05,20,245,0.1573888285562028,0.16024211226350069,0.002853283707297899,0.9986271434019363
fold_2,2190,exp016_static_strict_oof_proxy,shuffled,0.1,20,245,0.1573888285562028,0.16312141733535684,0.0057325887791540575,0.9940479763569805
fold_2,2190,exp016_static_strict_oof_proxy,shuffled,0.15,20,245,0.1573888285562028,0.16552592815285916,0.008137099596656372,0.9853525141765437
fold_2,2191,exp016_static_strict_oof_proxy,momentum,0.05,20,246,0.14163298658779003,0.13696572866070292,-0.0046672579270871095,0.9986500484668837
fold_2,2191,exp016_static_strict_oof_proxy,momentum,0.1,20,246,0.14163298658779003,0.13049935653967087,-0.011133630048119153,0.9940873290244046
fold_2,2191,exp016_static_strict_oof_proxy,momentum,0.15,20,246,0.14163298658779003,0.123821408529662,-0.017811578058128025,0.9853656602389989
fold_2,2191,exp016_static_strict_oof_proxy,shuffled,0.05,20,246,0.14163298658779003,0.1408935102230678,-0.0007394763647222136,0.9986620401632957
fold_2,2191,exp016_static_strict_oof_proxy,shuffled,0.1,20,246,0.14163298658779003,0.13879432589758145,-0.0028386606902085776,0.9941900580080323
fold_2,2191,exp016_static_strict_oof_proxy,shuffled,0.15,20,246,0.14163298658779003,0.13641570068890152,-0.005217285898888507,0.9859474899715878
fold_2,2192,exp016_static_strict_oof_proxy,momentum,0.05,20,247,0.13326835529983908,0.1286915352453781,-0.004576820054460973,0.9986404120476792
fold_2,2192,exp016_static_strict_oof_proxy,momentum,0.1,20,247,0.13326835529983908,0.12244516634162116,-0.01082318895821792,0.9940179082275176
fold_2,2192,exp016_static_strict_oof_proxy,momentum,0.15,20,247,0.13326835529983908,0.11649929972334319,-0.016769055576495884,0.9851875502288556
fold_2,2192,exp016_static_strict_oof_proxy,shuffled,0.05,20,247,0.13326835529983908,0.13323289391393742,-3.546138590165837e-05,0.9986507581854555
fold_2,2192,exp016_static_strict_oof_proxy,shuffled,0.1,20,247,0.13326835529983908,0.13241729648701164,-0.0008510588128274321,0.9940805346850687
fold_2,2192,exp016_static_strict_oof_proxy,shuffled,0.15,20,247,0.13326835529983908,0.13151124273815162,-0.0017571125616874517,0.9853272882124623
fold_2,2193,exp016_static_strict_oof_proxy,momentum,0.05,20,248,0.14203298460449343,0.13090280067093607,-0.011130183933557358,0.9986281688235044
fold_2,2193,exp016_static_strict_oof_proxy,momentum,0.1,20,248,0.14203298460449343,0.11944275711328764,-0.02259022749120579,0.9939167186197595
fold_2,2193,exp016_static_strict_oof_proxy,momentum,0.15,20,248,0.14203298460449343,0.10641561062127952,-0.03561737398321391,0.9852843751843042
fold_2,2193,exp016_static_strict_oof_proxy,shuffled,0.05,20,248,0.14203298460449343,0.14154885015054897,-0.00048413445394446253,0.9986463158364444
fold_2,2193,exp016_static_strict_oof_proxy,shuffled,0.1,20,248,0.14203298460449343,0.14051263885211873,-0.0015203457523746966,0.9941017690054231
fold_2,2193,exp016_static_strict_oof_proxy,shuffled,0.15,20,248,0.14203298460449343,0.1401109591796053,-0.0019220254248881186,0.9855607016756558
fold_2,2194,exp016_static_strict_oof_proxy,momentum,0.05,20,249,0.13773129616894447,0.1313114349927159,-0.006419861176228586,0.9986669042771049
fold_2,2194,exp016_static_strict_oof_proxy,momentum,0.1,20,249,0.13773129616894447,0.12349922834475881,-0.014232067824185665,0.9940611609274566
fold_2,2194,exp016_static_strict_oof_proxy,momentum,0.15,20,249,0.13773129616894447,0.11325761690023342,-0.02447367926871105,0.9853098621022826
fold_2,2194,exp016_static_strict_oof_proxy,shuffled,0.05,20,249,0.13773129616894447,0.13853988182754506,0.0008085856586005913,0.998648693085826
fold_2,2194,exp016_static_strict_oof_proxy,shuffled,0.1,20,249,0.13773129616894447,0.13975183466049862,0.002020538491554147,0.9941021679954349
fold_2,2194,exp016_static_strict_oof_proxy,shuffled,0.15,20,249,0.13773129616894447,0.14025104277646866,0.002519746607524187,0.9855920746881572
fold_2,2195,exp016_static_strict_oof_proxy,momentum,0.05,20,250,0.12584146219818143,0.11764156806416316,-0.008199894134018268,0.9986234497702966
fold_2,2195,exp016_static_strict_oof_proxy,momentum,0.1,20,250,0.12584146219818143,0.10762346738309458,-0.018217994815086846,0.9940410166015432
fold_2,2195,exp016_static_strict_oof_proxy,momentum,0.15,20,250,0.12584146219818143,0.09642887622789119,-0.029412585970290242,0.985313189325689
fold_2,2195,exp016_static_strict_oof_proxy,shuffled,0.05,20,250,0.12584146219818143,0.12203008793714433,-0.003811374261037101,0.9986486682204483
fold_2,2195,exp016_static_strict_oof_proxy,shuffled,0.1,20,250,0.12584146219818143,0.11775887444349072,-0.008082587754690715,0.994196643325508
fold_2,2195,exp016_static_strict_oof_proxy,shuffled,0.15,20,250,0.12584146219818143,0.11384701529364538,-0.011994446904536049,0.9857568242496051
fold_2,2196,exp016_static_strict_oof_proxy,momentum,0.05,20,251,0.12026275253220035,0.11523182294718204,-0.005030929585018315,0.9986814554306868
fold_2,2196,exp016_static_strict_oof_proxy,momentum,0.1,20,251,0.12026275253220035,0.10849271970577226,-0.011770032826428092,0.9941913883010536
fold_2,2196,exp016_static_strict_oof_proxy,momentum,0.15,20,251,0.12026275253220035,0.1000674488674947,-0.02019530366470565,0.9853799318680488
fold_2,2196,exp016_static_strict_oof_proxy,shuffled,0.05,20,251,0.12026275253220035,0.11942091655400154,-0.0008418359781988127,0.9986520154959315
fold_2,2196,exp016_static_strict_oof_proxy,shuffled,0.1,20,251,0.12026275253220035,0.11860476837223649,-0.0016579841599638628,0.9941214690973236
fold_2,2196,exp016_static_strict_oof_proxy,shuffled,0.15,20,251,0.12026275253220035,0.11697438171542902,-0.00328837081677133,0.9854296093542201
fold_2,2197,exp016_static_strict_oof_proxy,momentum,0.05,20,252,0.15556487952981732,0.1522242057361428,-0.003340673793674531,0.998661377880998
fold_2,2197,exp016_static_strict_oof_proxy,momentum,0.1,20,252,0.15556487952981732,0.14779092155615411,-0.007773957973663204,0.9942152846341269
fold_2,2197,exp016_static_strict_oof_proxy,momentum,0.15,20,252,0.15556487952981732,0.14180118030926997,-0.013763699220547349,0.9859274072795949
fold_2,2197,exp016_static_strict_oof_proxy,shuffled,0.05,20,252,0.15556487952981732,0.1549398026663041,-0.0006250768635132076,0.9986287918904737
fold_2,2197,exp016_static_strict_oof_proxy,shuffled,0.1,20,252,0.15556487952981732,0.15271801711594746,-0.0028468624138698606,0.9940377507387597
fold_2,2197,exp016_static_strict_oof_proxy,shuffled,0.15,20,252,0.15556487952981732,0.14978089717517853,-0.005783982354638784,0.9855566837075592
fold_2,2198,exp016_static_strict_oof_proxy,momentum,0.05,20,253,0.16315528943588475,0.15902946593267442,-0.004125823503210335,0.998673682563634
fold_2,2198,exp016_static_strict_oof_proxy,momentum,0.1,20,253,0.16315528943588475,0.1541741337056217,-0.008981155730263063,0.9943432628906386
fold_2,2198,exp016_static_strict_oof_proxy,momentum,0.15,20,253,0.16315528943588475,0.14855951802670708,-0.014595771409177671,0.9860155627150953
fold_2,2198,exp016_static_strict_oof_proxy,shuffled,0.05,20,253,0.16315528943588475,0.16095874023237067,-0.0021965492035140866,0.9986474863768866
fold_2,2198,exp016_static_strict_oof_proxy,shuffled,0.1,20,253,0.16315528943588475,0.1589030085270076,-0.004252280908877165,0.9941355786422971
fold_2,2198,exp016_static_strict_oof_proxy,shuffled,0.15,20,253,0.16315528943588475,0.15564474943893006,-0.007510539996954696,0.9854509264671252
fold_2,2199,exp016_static_strict_oof_proxy,momentum,0.05,20,254,0.18504913263879114,0.18724006477524488,0.0021909321364537437,0.9986373499872088
fold_2,2199,exp016_static_strict_oof_proxy,momentum,0.1,20,254,0.18504913263879114,0.18998229572006892,0.0049331630812777805,0.9940591999985982
fold_2,2199,exp016_static_strict_oof_proxy,momentum,0.15,20,254,0.18504913263879114,0.19123130374776692,0.006182171108975787,0.9854418101495617
fold_2,2199,exp016_static_strict_oof_proxy,shuffled,0.05,20,254,0.18504913263879114,0.18273443911727577,-0.0023146935215153652,0.9986303902601451
fold_2,2199,exp016_static_strict_oof_proxy,shuffled,0.1,20,254,0.18504913263879114,0.17932325469494956,-0.0057258779438415786,0.9941662675350352
fold_2,2199,exp016_static_strict_oof_proxy,shuffled,0.15,20,254,0.18504913263879114,0.1748057302288023,-0.010243402409988833,0.9856562501287348
fold_2,2200,exp016_static_strict_oof_proxy,momentum,0.05,20,255,0.14342939074561356,0.14084925004551266,-0.0025801407001009025,0.9986398866524867
fold_2,2200,exp016_static_strict_oof_proxy,momentum,0.1,20,255,0.14342939074561356,0.13718016766228625,-0.0062492230833273155,0.9940467327385807
fold_2,2200,exp016_static_strict_oof_proxy,momentum,0.15,20,255,0.14342939074561356,0.13323539302029647,-0.010193997725317094,0.9855235972035457
fold_2,2200,exp016_static_strict_oof_proxy,shuffled,0.05,20,255,0.14342939074561356,0.14081094195430024,-0.002618448791313316,0.9986860876712383
fold_2,2200,exp016_static_strict_oof_proxy,shuffled,0.1,20,255,0.14342939074561356,0.13789243620284866,-0.005536954542764899,0.994358836288291
fold_2,2200,exp016_static_strict_oof_proxy,shuffled,0.15,20,255,0.14342939074561356,0.13288175169771257,-0.010547639047900986,0.986066094490384
fold_2,2201,exp016_static_strict_oof_proxy,momentum,0.05,20,256,0.11513998367397983,0.1150673401243963,-7.26435495835287e-05,0.9986617214541625
fold_2,2201,exp016_static_strict_oof_proxy,momentum,0.1,20,256,0.11513998367397983,0.11453563309461827,-0.0006043505793615622,0.9941975683208066
fold_2,2201,exp016_static_strict_oof_proxy,momentum,0.15,20,256,0.11513998367397983,0.113746264129323,-0.0013937195446568351,0.9859349203823911
fold_2,2201,exp016_static_strict_oof_proxy,shuffled,0.05,20,256,0.11513998367397983,0.11550028488755427,0.0003603012135744432,0.998635240320282
fold_2,2201,exp016_static_strict_oof_proxy,shuffled,0.1,20,256,0.11513998367397983,0.11506993460349937,-7.004907048045739e-05,0.9940286472729253
fold_2,2201,exp016_static_strict_oof_proxy,shuffled,0.15,20,256,0.11513998367397983,0.1141239399781943,-0.0010160436957855346,0.9853346744466609
fold_2,2202,exp016_static_strict_oof_proxy,momentum,0.05,20,257,0.11744946266782981,0.1118853460010334,-0.005564116666796404,0.9986659658192646
fold_2,2202,exp016_static_strict_oof_proxy,momentum,0.1,20,257,0.11744946266782981,0.10551638263869867,-0.01193308002913114,0.9941454304754218
fold_2,2202,exp016_static_strict_oof_proxy,momentum,0.15,20,257,0.11744946266782981,0.09847825601791961,-0.0189712066499102,0.9858304848486223
fold_2,2202,exp016_static_strict_oof_proxy,shuffled,0.05,20,257,0.11744946266782981,0.11553092491318837,-0.0019185377546414445,0.9986367349039871
fold_2,2202,exp016_static_strict_oof_proxy,shuffled,0.1,20,257,0.11744946266782981,0.114471586203724,-0.0029778764641058136,0.993961220058848
fold_2,2202,exp016_static_strict_oof_proxy,shuffled,0.15,20,257,0.11744946266782981,0.11200320054127777,-0.00544626212655204,0.9851399686646476
fold_2,2203,exp016_static_strict_oof_proxy,momentum,0.05,20,258,0.1641830564205683,0.1608372126391981,-0.0033458437813702058,0.998637179186878
fold_2,2203,exp016_static_strict_oof_proxy,momentum,0.1,20,258,0.1641830564205683,0.1562015615855639,-0.007981494835004405,0.994053648118957
fold_2,2203,exp016_static_strict_oof_proxy,momentum,0.15,20,258,0.1641830564205683,0.15046070298509345,-0.013722353435474843,0.9854586347195174
fold_2,2203,exp016_static_strict_oof_proxy,shuffled,0.05,20,258,0.1641830564205683,0.16587955894716197,0.001696502526593674,0.9986274646277983
fold_2,2203,exp016_static_strict_oof_proxy,shuffled,0.1,20,258,0.1641830564205683,0.16718305063427985,0.0029999942137115543,0.9939536325176894
fold_2,2203,exp016_static_strict_oof_proxy,shuffled,0.15,20,258,0.1641830564205683,0.16830543790989913,0.004122381489330834,0.9851461966468867
fold_2,2204,exp016_static_strict_oof_proxy,momentum,0.05,20,259,0.10082829814888987,0.09036117633466369,-0.010467121814226182,0.9986340752444166
fold_2,2204,exp016_static_strict_oof_proxy,momentum,0.1,20,259,0.10082829814888987,0.07916082786609636,-0.021667470282793505,0.9941305884914627
fold_2,2204,exp016_static_strict_oof_proxy,momentum,0.15,20,259,0.10082829814888987,0.06593835821349327,-0.0348899399353966,0.9857145178890698
fold_2,2204,exp016_static_strict_oof_proxy,shuffled,0.05,20,259,0.10082829814888987,0.10132494592131004,0.0004966477724201723,0.9986607994891987
fold_2,2204,exp016_static_strict_oof_proxy,shuffled,0.1,20,259,0.10082829814888987,0.10039502468354958,-0.000433273465340292,0.9942416794076708
fold_2,2204,exp016_static_strict_oof_proxy,shuffled,0.15,20,259,0.10082829814888987,0.09982596749085912,-0.0010023306580307506,0.9858356220963527
fold_2,2205,exp016_static_strict_oof_proxy,momentum,0.05,20,260,0.0043373596878291945,-0.003910660474768108,-0.008248020162597302,0.9986602660605295
fold_2,2205,exp016_static_strict_oof_proxy,momentum,0.1,20,260,0.0043373596878291945,-0.012487562332709524,-0.01682492202053872,0.9941337542437695
fold_2,2205,exp016_static_strict_oof_proxy,momentum,0.15,20,260,0.0043373596878291945,-0.0222838391362725,-0.026621198824101695,0.9858224689392626
fold_2,2205,exp016_static_strict_oof_proxy,shuffled,0.05,20,260,0.0043373596878291945,0.0029958607196687555,-0.001341498968160439,0.9986367879995586
fold_2,2205,exp016_static_strict_oof_proxy,shuffled,0.1,20,260,0.0043373596878291945,0.0019774715871865097,-0.002359888100642685,0.9940990189680358
fold_2,2205,exp016_static_strict_oof_proxy,shuffled,0.15,20,260,0.0043373596878291945,0.001669216842924187,-0.002668142844905007,0.9855528251745559
fold_2,2206,exp016_static_strict_oof_proxy,momentum,0.05,20,261,-0.009488571356184309,-0.02142287649021765,-0.011934305134033343,0.9986418842269821
fold_2,2206,exp016_static_strict_oof_proxy,momentum,0.1,20,261,-0.009488571356184309,-0.03338838918768842,-0.02389981783150411,0.9941572037684908
fold_2,2206,exp016_static_strict_oof_proxy,momentum,0.15,20,261,-0.009488571356184309,-0.047685982360893664,-0.03819741100470936,0.9858355184673496
fold_2,2206,exp016_static_strict_oof_proxy,shuffled,0.05,20,261,-0.009488571356184309,-0.008236816630086867,0.0012517547260974416,0.9986434741759086
fold_2,2206,exp016_static_strict_oof_proxy,shuffled,0.1,20,261,-0.009488571356184309,-0.006758053369401278,0.002730517986783031,0.9941609783928441
fold_2,2206,exp016_static_strict_oof_proxy,shuffled,0.15,20,261,-0.009488571356184309,-0.0053837706472129,0.004104800708971409,0.9859198500286352
fold_2,2207,exp016_static_strict_oof_proxy,momentum,0.05,20,262,-0.004506919542217677,-0.015853181851497256,-0.011346262309279579,0.9986204101147066
fold_2,2207,exp016_static_strict_oof_proxy,momentum,0.1,20,262,-0.004506919542217677,-0.029535144940403175,-0.0250282253981855,0.9940110459747319
fold_2,2207,exp016_static_strict_oof_proxy,momentum,0.15,20,262,-0.004506919542217677,-0.04426696930556769,-0.039760049763350014,0.9853391704677081
fold_2,2207,exp016_static_strict_oof_proxy,shuffled,0.05,20,262,-0.004506919542217677,-0.004346153876885743,0.00016076566533193386,0.9986493218981786
fold_2,2207,exp016_static_strict_oof_proxy,shuffled,0.1,20,262,-0.004506919542217677,-0.0056041395451874474,-0.0010972200029697706,0.994062035736415
fold_2,2207,exp016_static_strict_oof_proxy,shuffled,0.15,20,262,-0.004506919542217677,-0.0063836091886151905,-0.0018766896463975136,0.9854583887998971
fold_2,2208,exp016_static_strict_oof_proxy,momentum,0.05,20,263,-0.021361389673399164,-0.033924509618175454,-0.01256311994477629,0.9986195746499958
fold_2,2208,exp016_static_strict_oof_proxy,momentum,0.1,20,263,-0.021361389673399164,-0.0477170759464112,-0.026355686273012033,0.9939489355942788
fold_2,2208,exp016_static_strict_oof_proxy,momentum,0.15,20,263,-0.021361389673399164,-0.06342369960376183,-0.04206230993036267,0.9854241935190505
fold_2,2208,exp016_static_strict_oof_proxy,shuffled,0.05,20,263,-0.021361389673399164,-0.027456736759675915,-0.006095347086276751,0.9986633617930086
fold_2,2208,exp016_static_strict_oof_proxy,shuffled,0.1,20,263,-0.021361389673399164,-0.034852528947717606,-0.013491139274318442,0.9940960721669913
fold_2,2208,exp016_static_strict_oof_proxy,shuffled,0.15,20,263,-0.021361389673399164,-0.04200911254043713,-0.020647722867037963,0.985563272521793
fold_2,2209,exp016_static_strict_oof_proxy,momentum,0.05,20,264,-0.02869564283230019,-0.03647469473512906,-0.007779051902828866,0.9986585169190563
fold_2,2209,exp016_static_strict_oof_proxy,momentum,0.1,20,264,-0.02869564283230019,-0.043609007349415745,-0.014913364517115554,0.9941877363799079
fold_2,2209,exp016_static_strict_oof_proxy,momentum,0.15,20,264,-0.02869564283230019,-0.051715863502862926,-0.023020220670562735,0.9857235402948317
