window,split,time,baseline,method,baseline_ic,correction_ic,candidate_ic,delta_vs_baseline,mean_neighbor_distance,min_library_time,max_library_time,library_cutoff_exclusive
fold_1,train,1465,exp016_static_strict_oof_proxy,recent,0.045402505147181894,-0.20379967502705545,0.022947920243338006,-0.02245458490384389,2.9666361808776855,486,1458,1459
fold_1,train,1465,exp016_static_strict_oof_proxy,residual,0.045402505147181894,-0.22939504495510624,0.021335958009648354,-0.02406654713753354,2.9666361808776855,486,1458,1459
fold_1,train,1466,exp016_static_strict_oof_proxy,retrieval,0.20173704789785943,0.25916922213838645,0.21368122235244066,0.011944174454581236,9.899932861328125,582,1457,1459
fold_1,train,1466,exp016_static_strict_oof_proxy,global,0.20173704789785943,0.17613432450440455,0.20594695764493437,0.004209909747074941,9.899932861328125,486,1458,1459
fold_1,train,1466,exp016_static_strict_oof_proxy,recent,0.20173704789785943,-0.04760616113321877,0.1931875512230793,-0.008549496674780138,9.899932861328125,486,1458,1459
fold_1,train,1466,exp016_static_strict_oof_proxy,residual,0.20173704789785943,0.14488031624896328,0.21352672607701947,0.011789678179160046,9.899932861328125,486,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,retrieval,0.24862827368986057,0.16456605979559705,0.2501642566444152,0.0015359829545546488,5.7273759841918945,486,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,global,0.24862827368986057,0.1881315098683264,0.2514105827239575,0.0027823090340969303,5.7273759841918945,486,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,recent,0.24862827368986057,0.006199565212030009,0.24406375698129867,-0.004564516708561894,5.7273759841918945,486,1458,1459
fold_1,train,1467,exp016_static_strict_oof_proxy,residual,0.24862827368986057,-0.06893520710724253,0.2444053799287464,-0.004222893761114177,5.7273759841918945,486,1458,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,retrieval,0.21253995204643145,0.10405449977891568,0.21075591436218968,-0.0017840376842417627,3.8463478088378906,688,1452,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,global,0.21253995204643145,0.20750551118957358,0.21971334814595342,0.0071733960995219725,3.8463478088378906,486,1458,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,recent,0.21253995204643145,-0.11569494233214428,0.1966447564245226,-0.01589519562190886,3.8463478088378906,486,1458,1459
fold_1,train,1468,exp016_static_strict_oof_proxy,residual,0.21253995204643145,-0.11169782235533744,0.20253520227385213,-0.010004749772579313,3.8463478088378906,486,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,retrieval,0.25703781818351434,0.1904553174449576,0.25880603792761886,0.0017682197441045155,3.3224167823791504,980,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,global,0.25703781818351434,0.21637936236293318,0.26210188065063844,0.0050640624671240975,3.3224167823791504,486,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,recent,0.25703781818351434,-0.021934839971891204,0.24746760544352941,-0.009570212739984929,3.3224167823791504,486,1458,1459
fold_1,train,1469,exp016_static_strict_oof_proxy,residual,0.25703781818351434,-0.05023720281178062,0.2509347290677728,-0.0061030891157415335,3.3224167823791504,486,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,retrieval,0.25873764146493167,0.23245856259461964,0.26485039538214783,0.006112753917216163,3.051987648010254,1140,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,global,0.25873764146493167,0.3001850407067986,0.270798480173878,0.012060838708946309,3.051987648010254,486,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,recent,0.25873764146493167,-0.08387068241200851,0.24296815545797135,-0.01576948600696032,3.051987648010254,486,1458,1459
fold_1,train,1470,exp016_static_strict_oof_proxy,residual,0.25873764146493167,-0.14447707716828584,0.24187167636514578,-0.016865965099785885,3.051987648010254,486,1458,1459
fold_1,train,1471,exp016_static_strict_oof_proxy,retrieval,0.15577965590920484,-0.05179439699105102,0.1426569856686612,-0.013122670240543644,3.4092509746551514,510,1458,1459
