split,feature,feature_index,mean_rank_ic,std_rank_ic,positive_rate,abs_mean_rank_ic
valid,num_30,30,-0.011177360529687631,0.07434445034024072,0.4403292181069959,0.011177360529687631
valid,num_31,31,-0.005145779911082785,0.06311674126875677,0.46502057613168724,0.005145779911082785
valid,num_32,32,-0.006166815555365262,0.05584335486892218,0.4732510288065844,0.006166815555365262
valid,num_33,33,-0.007490059883100263,0.04239566176927169,0.448559670781893,0.007490059883100263
valid,num_34,34,0.01708261433203188,0.07366024226170269,0.6213991769547325,0.01708261433203188
valid,num_35,35,0.010272544135033606,0.06256441902737041,0.551440329218107,0.010272544135033606
valid,num_36,36,0.0022038431494044767,0.04951745926665452,0.5267489711934157,0.0022038431494044767
valid,num_37,37,0.0021712833452267465,0.04674788264581088,0.51440329218107,0.0021712833452267465
valid,num_38,38,-0.05970009799540371,0.109521286089203,0.27983539094650206,0.05970009799540371
valid,num_39,39,-0.051117776936484845,0.1003276680424652,0.27983539094650206,0.051117776936484845
valid,num_40,40,-0.027943703459641374,0.06080840380929465,0.3004115226337449,0.027943703459641374
valid,num_41,41,-0.04116114630460328,0.12991660004904337,0.345679012345679,0.04116114630460328
valid,num_42,42,-0.01428078643156628,0.0643864728016285,0.38271604938271603,0.01428078643156628
valid,num_43,43,-0.011695423599700891,0.08466173016922705,0.448559670781893,0.011695423599700891
valid,num_44,44,-0.00291565984139876,0.09119841775400328,0.48148148148148145,0.00291565984139876
valid,num_45,45,-0.013621948050172639,0.10424915479106947,0.4567901234567901,0.013621948050172639
valid,num_46,46,0.016409911219350846,0.05032513050625078,0.5925925925925926,0.016409911219350846
valid,num_47,47,-0.032716750728427654,0.06438770811240599,0.2716049382716049,0.032716750728427654
valid,num_48,48,-0.027579430502683727,0.06221086212506116,0.2962962962962963,0.027579430502683727
valid,num_49,49,0.00012463672935384044,0.05230614808649969,0.48559670781893005,0.00012463672935384044
valid,num_50,50,0.0027003297005716138,0.06760845677884057,0.51440329218107,0.0027003297005716138
valid,num_51,51,0.010514972399425001,0.0685698948126736,0.5637860082304527,0.010514972399425001
valid,num_52,52,0.018757082460681862,0.06004500640489439,0.6378600823045267,0.018757082460681862
valid,num_53,53,0.04954156905587481,0.11036524464755572,0.6625514403292181,0.04954156905587481
